user_id,date,amount,category,type,merchant,location,payment_method
1003,4/14/2025,254.75,utilities,Debit,"Herrera, Alexander and Castillo",South Brittneyberg,Debit Card
1003,4/5/2025,-111.97,utilities,Debit,Cook-Murphy,New Edwinmouth,ACH
1003,6/3/2025,-286.38,travel,Debit,Wells LLC,Williamport,Debit Card
1003,4/15/2025,790.27,utilities,Debit,Zimmerman-Riley,East Walterberg,ACH
1003,4/24/2025,666.22,groceries,Debit,Contreras-Obrien,Port Jordantown,Debit Card
1003,6/18/2025,1631.04,groceries,Debit,Larsen PLC,West Haileystad,Credit Card
1003,5/1/2025,-79.77,utilities,Debit,Mitchell-Pollard,Nancyside,Credit Card
1003,5/15/2025,-328.66,travel,Debit,"Reid, Bennett and Briggs",West Margaret,Credit Card
1003,6/13/2025,378.72,utilities,Debit,Owens Group,Boothstad,ACH
1003,4/7/2025,385.28,salary,Credit,Murillo-Thomas,New Mirandaburgh,Credit Card
1003,5/20/2025,577.7,entertainment,Debit,Robinson Ltd,East Amber,Credit Card
1003,5/4/2025,757.98,travel,Debit,Wheeler and Sons,Port Veronica,Debit Card
1003,5/8/2025,936.56,travel,Debit,Francis Group,West Susanchester,ACH
1003,4/8/2025,2165.4,groceries,Debit,"Ramos, Cook and Delgado",Michaelport,Debit Card
1003,3/29/2025,2073.56,travel,Debit,Rosario and Sons,Dustinfurt,ACH
1004,5/31/2025,319.58,utilities,Debit,Warren-Davis,Port Billyshire,ACH
1004,5/11/2025,1992.54,travel,Debit,Cohen Ltd,Torresstad,Credit Card
1004,5/10/2025,2580.06,salary,Credit,"Carr, Logan and Anderson",West Christophermouth,ACH
1004,4/8/2025,1779.59,entertainment,Debit,Myers-Lewis,West Richardview,Credit Card
1004,5/31/2025,652.12,groceries,Debit,"Atkins, Wade and Avila",Port Tylerland,Debit Card
1004,5/6/2025,1615.81,utilities,Debit,Moore PLC,Samanthafort,ACH
1004,5/3/2025,-39.72,rent,Debit,"Perry, Faulkner and King",North Susanville,Debit Card
1004,4/2/2025,2322.46,groceries,Debit,"Knapp, Turner and Collins",Desireeburgh,Credit Card
1004,3/24/2025,2160.66,salary,Credit,Woodard-Jones,Johnburgh,Credit Card
1004,5/26/2025,2555.24,travel,Debit,Jarvis PLC,Kristieport,ACH
1004,5/16/2025,1605.97,groceries,Debit,Dawson and Sons,South Nancyside,Credit Card
1004,4/18/2025,2976.03,utilities,Debit,Gonzalez LLC,North Gregoryshire,Credit Card
1004,4/14/2025,1715.11,travel,Debit,Martinez and Sons,West Josephstad,ACH
1004,5/24/2025,-366.95,utilities,Debit,Johnson Ltd,Gloriaville,Debit Card
1004,6/3/2025,119.68,rent,Debit,Haas and Sons,Johnberg,Credit Card
1004,5/4/2025,2964.05,entertainment,Debit,Gross-Valdez,Lake Mary,Credit Card
1004,3/31/2025,-121.9,entertainment,Debit,"Evans, Norton and Bradshaw",Tiffanyhaven,Credit Card
1004,5/2/2025,1821.73,groceries,Debit,James and Sons,New Francishaven,Credit Card
1004,5/6/2025,955.75,groceries,Debit,Hall Inc,Mclaughlinchester,Debit Card
1004,4/30/2025,1702.06,entertainment,Debit,York-Shannon,Michelleside,Credit Card
1005,3/26/2025,2545.1,groceries,Debit,Tucker and Sons,South Steven,ACH
1005,4/20/2025,2356.38,salary,Credit,"Anderson, Curry and Smith",Michaelland,Credit Card
1005,4/30/2025,1704.71,salary,Credit,Clark and Sons,Lake Matthewville,ACH
1005,3/31/2025,1656.08,utilities,Debit,Holt-Lopez,East Paul,ACH
1005,3/22/2025,373.77,rent,Debit,"Strickland, Castillo and Gonzalez",Lake Jasonburgh,ACH
1005,6/13/2025,480.82,groceries,Debit,Avila Ltd,West Tammy,Debit Card
1005,4/8/2025,-104.61,rent,Debit,Roberts-Duncan,East Emmaville,Credit Card
1005,4/13/2025,2142.18,utilities,Debit,Wong PLC,Ashleychester,Debit Card
1005,5/27/2025,840.05,utilities,Debit,Lewis-Fuller,Jessicachester,Credit Card
1005,4/20/2025,1698,travel,Debit,Brooks and Sons,Lake Dylanchester,ACH
1005,3/25/2025,2409.73,rent,Debit,"Cox, Hopkins and Bennett",North Jessica,Credit Card
1005,5/21/2025,628.48,utilities,Debit,"Rhodes, Benson and Stewart",Henryfurt,Debit Card
1005,4/10/2025,642.06,groceries,Debit,"Martin, Warner and Davis",New Kimberly,ACH
1005,4/28/2025,951.03,travel,Debit,Austin-Mcdonald,New Chelseamouth,ACH
1005,5/5/2025,1054.01,rent,Debit,Marquez Inc,New Huntermouth,ACH
1005,4/28/2025,2044.52,groceries,Debit,Wagner Inc,Jacksonland,Credit Card
1005,4/4/2025,2249.08,utilities,Debit,Owens Inc,Nicholasfurt,ACH
1005,5/24/2025,2305.25,salary,Credit,Anderson Ltd,Mariachester,Debit Card
1005,3/23/2025,2469.61,entertainment,Debit,French and Sons,Shannonberg,ACH
1005,5/29/2025,505.92,groceries,Debit,Spence Group,South Janetfort,Credit Card
1006,6/11/2025,1055.1,travel,Debit,"Miller, Juarez and Jackson",Cherylbury,Debit Card
1006,3/21/2025,2045.14,groceries,Debit,Moore-Wright,Williamsborough,Credit Card
1006,4/10/2025,-469.11,groceries,Debit,"Garcia, Terry and Hayes",North Charles,Debit Card
1006,4/28/2025,364.27,entertainment,Debit,Rangel-Mccoy,Wilkinsonberg,ACH
1006,5/25/2025,317.07,entertainment,Debit,Jones-Terrell,Loristad,Credit Card
1006,6/16/2025,784.9,rent,Debit,"Shelton, Hunter and Burns",Lake Juliamouth,Debit Card
1006,5/20/2025,2541.23,utilities,Debit,"Green, Lane and Dunn",Vegafurt,Debit Card
1006,5/12/2025,-189.51,rent,Debit,Green and Sons,North Jay,Debit Card
1006,5/1/2025,-18.25,rent,Debit,"Reed, Miller and Rojas",New Thomasville,Credit Card
1006,4/14/2025,1576.18,utilities,Debit,Robinson-Pittman,Millerhaven,Credit Card
1006,5/5/2025,895.35,utilities,Debit,Jones-Parker,East Zachary,Debit Card
1006,5/14/2025,116.68,utilities,Debit,Austin LLC,Russellport,Credit Card
1006,5/6/2025,723.43,salary,Credit,Alvarado LLC,Samuelberg,ACH
1006,4/22/2025,623.6,utilities,Debit,Gordon and Sons,West Natasha,ACH
1006,3/26/2025,578.89,salary,Credit,"Hall, Bradley and Stone",Ortizberg,Debit Card
1006,3/28/2025,1322.89,travel,Debit,Anderson Group,Cummingsfurt,Credit Card
1006,3/21/2025,392.83,rent,Debit,York LLC,Stefaniemouth,Debit Card
1006,5/4/2025,1518.66,utilities,Debit,Ortega Inc,Port Leonardland,ACH
1006,5/7/2025,2339.69,utilities,Debit,Brandt LLC,Andersonmouth,Credit Card
1006,4/5/2025,1297.12,groceries,Debit,Keller and Sons,Barnesview,Debit Card
1007,3/24/2025,2219.05,groceries,Debit,Graham Ltd,Frazierland,Credit Card
1007,6/16/2025,2067.9,entertainment,Debit,Johnson-Fisher,Debramouth,ACH
1007,4/2/2025,-494.27,groceries,Debit,"Benson, Turner and Tate",Lake Shelby,ACH
1007,6/11/2025,-115.71,salary,Credit,Brown-Pena,Crosbyborough,ACH
1007,4/2/2025,97.21,groceries,Debit,Hurley Ltd,North Kathyshire,ACH
1007,6/15/2025,1494.32,travel,Debit,"Freeman, King and Sanders",Andrewshire,Credit Card
1007,6/17/2025,1508.77,salary,Credit,Campbell-Smith,Coreyland,Debit Card
1007,5/30/2025,525.93,travel,Debit,Hanson-Gonzalez,Lake Michael,ACH
1007,5/31/2025,-235.21,utilities,Debit,Rangel Inc,Amandachester,Debit Card
1007,5/15/2025,804.46,rent,Debit,Booth and Sons,Lake Michaelstad,Credit Card
1007,4/13/2025,1954.41,groceries,Debit,Vazquez-Coleman,North Elizabeth,Debit Card
1007,5/23/2025,686.03,travel,Debit,Boyer-Juarez,Robinsontown,ACH
1007,3/30/2025,2549.41,rent,Debit,"Obrien, Pineda and Bowman",South Ashley,Debit Card
1007,4/24/2025,625.09,travel,Debit,Weaver Inc,East David,Credit Card
1007,5/16/2025,1334.5,utilities,Debit,Green-Curtis,West Michael,ACH
1007,3/28/2025,618.13,rent,Debit,"Smith, Garner and Santos",West Carol,Debit Card
1007,3/27/2025,2992.15,entertainment,Debit,Mccormick-Watson,Bauerside,Debit Card
1007,4/4/2025,-431.3,groceries,Debit,Clark PLC,East Julieville,Credit Card
1007,4/16/2025,1612.35,rent,Debit,Floyd LLC,Bryantport,Debit Card
1007,5/13/2025,2560.64,utilities,Debit,"Bell, Hutchinson and Richards",Kevintown,Credit Card
1008,6/15/2025,2073.34,entertainment,Debit,Leon Inc,Cherylport,Debit Card
1008,6/18/2025,2342.68,groceries,Debit,Rowe-Olson,Michaelfort,ACH
1008,4/16/2025,2357.92,rent,Debit,Sawyer LLC,East Davidland,Debit Card
1008,6/3/2025,-28.44,travel,Debit,Campbell-Garrett,East Alan,Debit Card
1008,5/14/2025,1249,groceries,Debit,Rodriguez-Gibson,Tanyahaven,ACH
1008,5/22/2025,2041.19,utilities,Debit,"Galvan, Moran and Herrera",East Michelle,ACH
1008,6/12/2025,706.17,salary,Credit,Brown Inc,Greenfort,Credit Card
1008,4/28/2025,-54.55,groceries,Debit,Mccoy LLC,Michaelshire,Debit Card
1008,6/5/2025,1724.99,travel,Debit,Jones-Taylor,West Christyburgh,Credit Card
1008,4/9/2025,276.28,groceries,Debit,Weaver LLC,Whitneybury,Debit Card
1008,6/3/2025,-11.24,entertainment,Debit,Castro Group,Richardstad,Credit Card
1008,3/27/2025,557.92,salary,Credit,Brooks and Sons,Johnbury,ACH
1008,4/2/2025,2928.17,salary,Credit,"Wilson, Small and Garcia",Meadowsberg,ACH
1008,5/7/2025,1260.73,rent,Debit,Brown PLC,Kelleyburgh,Debit Card
1008,4/12/2025,14.84,entertainment,Debit,Boyd Ltd,West Chadfort,ACH
1008,3/23/2025,473.47,utilities,Debit,Mack-Brown,Sarachester,Debit Card
1008,6/9/2025,2434.96,groceries,Debit,"Neal, Turner and Gardner",South Patricia,Credit Card
1008,3/28/2025,1845.15,entertainment,Debit,"Mitchell, Luna and Coffey",New Hayden,Debit Card
1008,4/25/2025,1770.84,travel,Debit,"Daniel, Pratt and Bowman",Angelaton,ACH
1008,5/21/2025,1057.04,utilities,Debit,Smith Inc,Nguyenport,Credit Card
1009,6/17/2025,2688.58,utilities,Debit,Castro-Reyes,West Stephanieberg,Debit Card
1009,4/2/2025,2870.13,groceries,Debit,Espinoza-Gamble,Benjaminhaven,Debit Card
1009,6/5/2025,622.09,entertainment,Debit,Smith and Sons,Port Rogerchester,Debit Card
1009,6/12/2025,2397.77,groceries,Debit,Decker-Mendoza,Justinshire,ACH
1009,5/1/2025,691.65,rent,Debit,"Maynard, Davis and Richards",Gonzalesshire,Credit Card
1009,4/4/2025,2320.49,salary,Credit,"Allen, Cohen and Torres",Cookview,Credit Card
1009,3/24/2025,-86.02,travel,Debit,"Allen, Medina and Stewart",Lake Zacharyfort,ACH
1009,5/7/2025,758.26,utilities,Debit,Vargas-Mckinney,Lake Jenniferville,Credit Card
1009,6/1/2025,1881.29,entertainment,Debit,Elliott Inc,North Jennifermouth,Debit Card
1009,5/4/2025,882.53,rent,Debit,"Flores, Fuller and Hamilton",New Nancy,ACH
1009,3/24/2025,1500.7,salary,Credit,Fitzpatrick Group,Lake Matthew,ACH
1009,4/29/2025,918.05,travel,Debit,Taylor-Sanders,New Sarahton,ACH
1009,3/25/2025,1761.27,travel,Debit,"Reid, Lee and Bryant",Hughesberg,Debit Card
1009,4/10/2025,2506.06,entertainment,Debit,Jackson-Palmer,Barrside,Debit Card
1009,5/4/2025,2984.96,travel,Debit,Evans PLC,Millerbury,Debit Card
1009,5/20/2025,2569.23,salary,Credit,Allison Ltd,Chaneyhaven,ACH
1009,5/28/2025,620.95,travel,Debit,"Villanueva, Lee and Pollard",East Cameronmouth,ACH
1009,5/2/2025,2793.43,salary,Credit,"Jones, Fischer and Park",Jasonshire,Debit Card
1009,4/16/2025,713.2,utilities,Debit,Clark-Horn,Smithside,Credit Card
1009,5/11/2025,386.62,salary,Credit,"Hawkins, Houston and Gross",Wilsonberg,Credit Card
1010,5/23/2025,1694,travel,Debit,"York, Orozco and Gross",Lake Mario,Debit Card
1010,6/7/2025,1241.22,groceries,Debit,Kelly and Sons,Port Aaron,Debit Card
1010,4/18/2025,34.14,utilities,Debit,Clay-Brock,Lake Stacey,ACH
1010,5/9/2025,1456.85,rent,Debit,Weaver and Sons,East John,ACH
1010,6/6/2025,924.49,rent,Debit,Vance Inc,New Nicholas,Credit Card
1010,5/29/2025,256.77,entertainment,Debit,Jackson Ltd,East Chadton,Credit Card
1010,6/3/2025,495.98,groceries,Debit,"Gomez, Garcia and Diaz",Lake Susanmouth,Debit Card
1010,5/25/2025,1655.7,rent,Debit,"Webb, Walsh and Davis",Port Taylorside,Debit Card
1010,3/24/2025,263.61,rent,Debit,"Cunningham, Swanson and Price",Vazquezmouth,ACH
1010,5/29/2025,1679.26,groceries,Debit,Oconnell and Sons,Jordanborough,Credit Card
1010,4/9/2025,-239.02,salary,Credit,Watson LLC,West Elizabeth,Debit Card
1010,4/20/2025,-417.82,travel,Debit,"Walker, Cordova and Weeks",East Cody,ACH
1010,4/8/2025,2345.87,groceries,Debit,Wilson Ltd,North Stephaniebury,ACH
1010,4/19/2025,1477.39,entertainment,Debit,Macias and Sons,Lake Judystad,Debit Card
1010,5/20/2025,735.05,travel,Debit,"Stewart, Peters and Benson",Nealport,ACH
1010,5/13/2025,2725.85,entertainment,Debit,"Reyes, Williams and Christensen",Calderonhaven,ACH
1010,5/23/2025,189.14,travel,Debit,Todd-Fisher,North Susan,ACH
1010,6/3/2025,2006.62,entertainment,Debit,Smith Group,Alexisland,ACH
1010,6/10/2025,650.78,entertainment,Debit,"Bennett, Rhodes and Velasquez",West Laura,Debit Card
1010,5/22/2025,2151.58,rent,Debit,"George, Adkins and Flores",Heatherton,Credit Card
1011,5/27/2025,884.69,rent,Debit,"Pratt, Tyler and Lee",Adamston,Debit Card
1011,6/5/2025,51.53,travel,Debit,Holmes-Hanson,Lake Cynthiaberg,Debit Card
1011,4/11/2025,2342.52,groceries,Debit,Stewart LLC,Shawnmouth,Credit Card
1011,5/27/2025,1010.04,rent,Debit,Frazier-Smith,North Melissa,Debit Card
1011,5/14/2025,366.5,salary,Credit,Miranda-Allen,Danachester,ACH
1011,5/4/2025,1935.95,salary,Credit,Perez-Hill,Michaelfurt,Debit Card
1011,6/10/2025,637.71,salary,Credit,Brown Ltd,South Sarah,ACH
1011,3/22/2025,2269.07,utilities,Debit,Rodriguez PLC,West Russell,Debit Card
1011,6/15/2025,714.98,entertainment,Debit,Montgomery LLC,West Andrea,ACH
1011,4/3/2025,-200.48,salary,Credit,Ford PLC,Port Jeffreyberg,ACH
1011,4/2/2025,2295.9,travel,Debit,"Gomez, Gilmore and Cohen",Jamesside,Credit Card
1011,4/4/2025,2326.04,entertainment,Debit,White-Crawford,New Samantha,ACH
1011,5/22/2025,1912.57,travel,Debit,House-Bishop,Fosterton,Credit Card
1011,3/31/2025,1352.67,groceries,Debit,Parker-Carter,North Kristinville,ACH
1011,5/16/2025,609.1,groceries,Debit,"Banks, Mills and Roberts",Donnastad,Credit Card
1011,5/29/2025,879.61,rent,Debit,"Perez, Smith and Flores",West Tara,Debit Card
1011,6/5/2025,-231.93,travel,Debit,Brooks Group,West Joshuabury,Debit Card
1011,6/11/2025,1015.97,travel,Debit,"Walker, Chavez and Stewart",East Brianberg,ACH
1011,4/5/2025,206.27,entertainment,Debit,Davidson-Elliott,Donnastad,ACH
1011,4/15/2025,144.68,utilities,Debit,"Jimenez, Garcia and Murray",Port Larry,Debit Card
1012,5/30/2025,1677.55,travel,Debit,Decker Group,Port Adam,Credit Card
1012,4/12/2025,1173.11,travel,Debit,Higgins-Jones,Moyerburgh,Credit Card
1012,6/13/2025,108.61,travel,Debit,Romero-Smith,Hallburgh,Debit Card
1012,6/17/2025,-300.6,travel,Debit,Salazar-Wilson,Laurenmouth,Credit Card
1012,3/25/2025,-204.59,utilities,Debit,Patton LLC,South Lori,Credit Card
1012,5/6/2025,2484.39,entertainment,Debit,Deleon Inc,New Jennifer,Credit Card
1012,5/13/2025,1966.02,rent,Debit,Christensen-Moran,West Thomas,Credit Card
1012,6/2/2025,1011.82,travel,Debit,"Novak, Hill and Miller",Wilcoxchester,Debit Card
1012,6/1/2025,1778.46,rent,Debit,Hernandez Group,Fernandezborough,Credit Card
1012,6/14/2025,2104.85,rent,Debit,Williams and Sons,East Jennifer,Debit Card
1012,6/9/2025,718.08,travel,Debit,Fischer-Salinas,Paulamouth,ACH
1012,3/26/2025,2418.83,rent,Debit,Rios LLC,Taylorshire,Debit Card
1012,4/28/2025,1069.61,groceries,Debit,Hines Ltd,Hufffort,Debit Card
1012,4/2/2025,-36.68,utilities,Debit,Hall-Cooper,Port Scott,Debit Card
1012,5/25/2025,972.74,rent,Debit,Jones PLC,New Thomas,Debit Card
1012,4/6/2025,2000.08,utilities,Debit,Lee-Gonzalez,South Lindaport,Debit Card
1012,4/17/2025,654.72,rent,Debit,Jones-Gamble,New Williamberg,Debit Card
1012,5/18/2025,932.42,entertainment,Debit,"Hunt, Cruz and Wilson",Karentown,ACH
1012,5/27/2025,-77.73,salary,Credit,Conley Group,Chambersview,ACH
1012,6/16/2025,2764.78,travel,Debit,Ingram LLC,West Robertberg,Credit Card
1013,4/27/2025,62.09,groceries,Debit,Hernandez and Sons,West Stephanieport,Debit Card
1013,4/25/2025,1489.26,rent,Debit,Smith-Terrell,Port Seth,Credit Card
1013,4/17/2025,94.91,entertainment,Debit,Wilson-Patel,Johnsonton,ACH
1013,5/8/2025,-397.1,rent,Debit,Baker-Nunez,Danielside,ACH
1013,4/12/2025,-144.31,salary,Credit,"Combs, Daniel and Thompson",Lake Lisa,Debit Card
1013,5/9/2025,1402.98,salary,Credit,"Drake, Camacho and Jackson",South Kellyville,Credit Card
1013,5/20/2025,-147.56,entertainment,Debit,Moore LLC,Thompsonland,Credit Card
1013,6/16/2025,1643.5,groceries,Debit,"Mcintyre, Sanford and Hernandez",West Ashleyberg,Debit Card
1013,5/2/2025,1682.34,entertainment,Debit,Osborne-Nelson,New Jeffery,Credit Card
1013,3/29/2025,151.86,utilities,Debit,Weber Inc,North Catherine,Debit Card
1013,5/22/2025,429.93,utilities,Debit,Thornton LLC,South Jacobland,Debit Card
1013,3/26/2025,63.54,groceries,Debit,"Hardy, Brown and Gonzalez",Port Paulberg,Debit Card
1013,6/1/2025,688.25,travel,Debit,Morgan-King,Popeton,Debit Card
1013,3/25/2025,-240.25,rent,Debit,"Costa, Greer and Bates",North Troystad,Debit Card
1013,4/27/2025,696.22,travel,Debit,Simmons-Anderson,Rachaelbury,Debit Card
1013,4/7/2025,-138.95,travel,Debit,Norris-Chapman,South Kristymouth,ACH
1013,5/6/2025,-98.65,travel,Debit,"Lynn, Gray and Conrad",Jaystad,ACH
1013,6/7/2025,1741.36,rent,Debit,Thompson-Brooks,Zamorabury,Debit Card
1013,6/15/2025,1442.07,travel,Debit,Gordon-King,Elizabethland,Debit Card
1013,3/26/2025,2656.15,groceries,Debit,Rodriguez Ltd,Colemanview,Debit Card
1014,6/18/2025,2498.22,salary,Credit,Munoz-Rodriguez,Johnsonhaven,ACH
1014,6/17/2025,2736.58,groceries,Debit,Norman-Garcia,Cameronhaven,Debit Card
1014,6/13/2025,578.28,utilities,Debit,Gallegos Ltd,North Jacobmouth,Debit Card
1014,5/1/2025,2243.88,entertainment,Debit,Green PLC,Jonathanview,Debit Card
1014,6/16/2025,2423.02,rent,Debit,Butler Ltd,Lindamouth,Credit Card
1014,4/29/2025,1122.25,rent,Debit,Pierce-Hobbs,Raymouth,ACH
1014,6/16/2025,582.1,utilities,Debit,"Carter, Castro and Roberts",Gordonmouth,ACH
1014,4/13/2025,-40.16,salary,Credit,Vargas Inc,Kathleenshire,Debit Card
1014,5/3/2025,1193.39,entertainment,Debit,Martin LLC,Warrenview,Credit Card
1014,5/26/2025,328.16,salary,Credit,Roth-Jacobson,West Jennifer,Debit Card
1014,6/2/2025,2613.83,groceries,Debit,Leon and Sons,Simonfort,Credit Card
1014,4/2/2025,-401.27,entertainment,Debit,"Dixon, Miller and Waters",Russellfurt,Debit Card
1014,4/10/2025,2988.63,travel,Debit,"Keller, Bailey and Hatfield",Lake Veronicatown,Credit Card
1014,5/20/2025,1780.77,travel,Debit,Sanders-Pugh,Donnaland,ACH
1014,4/24/2025,-33.76,groceries,Debit,Phelps-Potter,North Kimberly,Debit Card
1014,5/12/2025,2089.23,groceries,Debit,Graham-Fernandez,Waltontown,ACH
1014,5/20/2025,1394.25,travel,Debit,Lopez-Coleman,North Emily,ACH
1014,4/13/2025,2610.76,entertainment,Debit,Young-Pacheco,Torresville,Credit Card
1014,3/25/2025,1099.09,utilities,Debit,Ayers-Key,Lake Tannerview,ACH
1014,3/21/2025,1022.08,travel,Debit,Cherry Group,Villegasbury,Debit Card
1015,5/3/2025,2714.03,rent,Debit,Johnson-Perkins,Lake Davidhaven,Debit Card
1015,5/13/2025,338.41,entertainment,Debit,Oneal-Miller,Mikeside,ACH
1015,4/13/2025,-380.93,entertainment,Debit,Mann-Tapia,Port Michelleland,ACH
1015,5/11/2025,874.65,rent,Debit,"Gomez, Hayes and Smith",Martinchester,Credit Card
1015,5/8/2025,-490.14,salary,Credit,"Duarte, Dorsey and Serrano",Rachelville,Credit Card
1015,3/23/2025,1202.21,salary,Credit,"Fowler, Gomez and Burton",Mendezburgh,ACH
1015,3/24/2025,2021.96,entertainment,Debit,"Sanchez, Davis and Smith",West Eric,Debit Card
1015,4/20/2025,1584.95,rent,Debit,Smith Ltd,New Williammouth,Credit Card
1015,6/14/2025,1350.12,travel,Debit,"Morgan, Figueroa and Hernandez",Lake Douglas,Credit Card
1015,6/8/2025,453.28,travel,Debit,"Lewis, Hendricks and Reynolds",East Kathryn,Debit Card
1015,5/24/2025,-464.53,entertainment,Debit,Nichols Group,Glennshire,Debit Card
1015,6/1/2025,552.7,entertainment,Debit,"Evans, Brown and Shea",Torresfurt,Credit Card
1015,3/29/2025,2790.37,utilities,Debit,Pierce and Sons,East Karenmouth,Credit Card
1015,5/22/2025,-211.89,utilities,Debit,Hanson PLC,North Karen,Debit Card
1015,4/2/2025,1151.72,travel,Debit,Stewart Inc,Port Scottburgh,ACH
1015,6/6/2025,-205.14,rent,Debit,Jones LLC,Huanghaven,Credit Card
1015,4/15/2025,1783.34,groceries,Debit,"Doyle, Clark and Bridges",East Lori,ACH
1015,5/28/2025,2595.6,rent,Debit,Ware-Mcgee,Smithfurt,Debit Card
1015,4/14/2025,79.47,rent,Debit,Allen-Hartman,Joneshaven,ACH
1015,6/14/2025,90.74,travel,Debit,Heath-Coleman,New Erica,ACH
1016,6/3/2025,1712.22,groceries,Debit,Robertson-Johnson,Lake Danielletown,Credit Card
1016,5/10/2025,2240.48,salary,Credit,Patrick PLC,West Justinport,Debit Card
1016,5/16/2025,1650.96,utilities,Debit,Rodriguez-Rodriguez,East Jessicabury,Debit Card
1016,5/28/2025,1684.7,rent,Debit,"Bernard, Raymond and Long",Dawnhaven,Credit Card
1016,6/17/2025,349.21,groceries,Debit,Byrd-Turner,Michaelbury,Debit Card
1016,5/20/2025,202.15,rent,Debit,Bates LLC,West Michael,Debit Card
1016,4/20/2025,-338.62,entertainment,Debit,Schmidt-Bryan,Loriborough,ACH
1016,3/22/2025,1043.72,salary,Credit,Burns Ltd,North Mark,ACH
1016,6/8/2025,64.8,rent,Debit,Gillespie Group,Lake Andrea,Credit Card
1016,6/17/2025,2301.42,salary,Credit,"Peterson, Tran and Thompson",Davidside,ACH
